id,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
1657,21.0,female,High School,15315.0,0,RENT,1600.0,EDUCATION,10.59,0.1,2.0,638,No,1
26760,34.0,female,Bachelor,135525.0,9,MORTGAGE,3000.0,DEBTCONSOLIDATION,7.74,0.02,10.0,595,Yes,0
2278,22.0,male,Bachelor,45535.0,0,RENT,13000.0,VENTURE,16.0,0.29,2.0,640,No,1
30366,37.0,female,Master,63409.0,11,MORTGAGE,10000.0,HOMEIMPROVEMENT,5.79,0.16,17.0,704,No,0
13977,24.0,male,High School,120283.0,0,MORTGAGE,12000.0,HOMEIMPROVEMENT,9.62,0.1,3.0,580,No,0
10610,22.0,male,Associate,44001.0,2,RENT,10000.0,PERSONAL,6.03,0.23,3.0,658,Yes,0
21212,30.0,male,Master,55727.0,11,MORTGAGE,6400.0,VENTURE,8.94,0.11,7.0,715,Yes,0
15103,23.0,female,Master,17618.0,2,RENT,1500.0,MEDICAL,8.88,0.09,2.0,660,No,0
2681,24.0,male,Associate,63225.0,3,RENT,3000.0,HOMEIMPROVEMENT,10.65,0.05,3.0,616,Yes,0
23996,27.0,male,Associate,41365.0,2,RENT,10000.0,MEDICAL,11.71,0.24,5.0,644,Yes,0
4560,21.0,female,Master,49852.0,0,MORTGAGE,5700.0,DEBTCONSOLIDATION,12.99,0.11,4.0,678,Yes,0
44534,25.0,female,High School,94732.0,2,RENT,3069.0,MEDICAL,11.53,0.03,3.0,687,No,1
6736,23.0,male,Associate,53429.0,3,MORTGAGE,8500.0,PERSONAL,7.14,0.16,3.0,607,No,1
15218,25.0,male,Bachelor,67310.0,7,RENT,15000.0,EDUCATION,10.74,0.22,2.0,645,Yes,0
29383,39.0,male,High School,202824.0,19,RENT,18000.0,HOMEIMPROVEMENT,17.93,0.09,11.0,689,No,1
897,21.0,male,Bachelor,20259.0,0,RENT,1000.0,VENTURE,15.65,0.05,3.0,604,No,1
33875,38.0,male,Associate,48273.0,15,RENT,8000.0,EDUCATION,10.66,0.17,13.0,688,No,0
7268,23.0,male,Associate,90157.0,0,RENT,6350.0,PERSONAL,12.92,0.07,3.0,681,No,1
35785,22.0,female,Associate,42454.0,0,RENT,3000.0,EDUCATION,13.71,0.07,3.0,570,Yes,0
32735,28.0,male,Bachelor,50043.0,4,RENT,12000.0,PERSONAL,8.98,0.24,5.0,666,No,0
41177,39.0,female,High School,36892.0,18,RENT,8938.0,MEDICAL,8.78,0.24,17.0,622,No,0
29307,38.0,female,Master,61094.0,14,RENT,20000.0,MEDICAL,13.85,0.33,14.0,683,No,1
35275,23.0,male,Associate,26785.0,2,OWN,6000.0,VENTURE,15.23,0.22,4.0,657,Yes,0
6562,24.0,female,High School,61098.0,0,MORTGAGE,11000.0,VENTURE,16.89,0.18,3.0,595,Yes,0
27344,33.0,male,Bachelor,162938.0,10,MORTGAGE,12000.0,DEBTCONSOLIDATION,7.9,0.07,7.0,669,Yes,0
11077,23.0,female,Bachelor,87494.0,0,MORTGAGE,4200.0,VENTURE,12.42,0.05,3.0,679,No,0
35981,41.0,male,High School,85001.0,20,RENT,12000.0,MEDICAL,6.28,0.14,14.0,608,No,0
14701,24.0,female,Associate,135698.0,0,MORTGAGE,3500.0,DEBTCONSOLIDATION,5.42,0.03,4.0,628,Yes,0
13346,23.0,male,High School,149018.0,0,RENT,2800.0,DEBTCONSOLIDATION,13.49,0.02,3.0,687,No,0
35420,26.0,male,High School,48938.0,5,RENT,8000.0,DEBTCONSOLIDATION,10.91,0.16,5.0,589,Yes,0
25848,34.0,male,Bachelor,109830.0,13,MORTGAGE,17000.0,EDUCATION,13.85,0.15,5.0,673,Yes,0
6402,22.0,female,Bachelor,60733.0,0,MORTGAGE,5200.0,DEBTCONSOLIDATION,6.62,0.09,2.0,671,Yes,0
40091,34.0,male,Master,166835.0,13,MORTGAGE,25000.0,MEDICAL,12.17,0.15,7.0,704,Yes,0
37408,23.0,male,Master,85404.0,1,RENT,12000.0,EDUCATION,7.71,0.14,3.0,635,No,0
27232,27.0,male,Bachelor,154575.0,3,MORTGAGE,18000.0,DEBTCONSOLIDATION,11.83,0.12,6.0,647,Yes,0
35987,24.0,male,Bachelor,27933.0,3,OWN,8855.0,DEBTCONSOLIDATION,5.87,0.32,4.0,488,Yes,0
30259,37.0,male,Bachelor,61151.0,13,MORTGAGE,20000.0,EDUCATION,6.17,0.33,12.0,704,No,0
33390,25.0,male,Bachelor,37055.0,0,OWN,7000.0,VENTURE,11.18,0.19,3.0,666,No,0
17396,22.0,male,Master,72796.0,0,MORTGAGE,5000.0,DEBTCONSOLIDATION,6.54,0.07,3.0,641,Yes,0
40862,25.0,male,Associate,178357.0,3,MORTGAGE,5383.0,HOMEIMPROVEMENT,9.55,0.03,4.0,495,Yes,0
29287,37.0,female,Bachelor,49035.0,17,RENT,21250.0,VENTURE,12.99,0.43,16.0,654,No,1
18098,27.0,male,Bachelor,216860.0,6,RENT,8000.0,PERSONAL,10.37,0.04,5.0,668,Yes,0
15712,24.0,male,Bachelor,188323.0,0,MORTGAGE,15000.0,EDUCATION,10.25,0.08,3.0,658,Yes,0
13248,25.0,female,High School,109016.0,1,MORTGAGE,10000.0,PERSONAL,5.42,0.09,2.0,546,Yes,0
43958,41.0,male,High School,113850.0,15,MORTGAGE,24399.0,VENTURE,13.67,0.21,16.0,604,No,1
12241,25.0,male,High School,96993.0,3,MORTGAGE,12000.0,HOMEIMPROVEMENT,10.0,0.12,4.0,549,Yes,0
7516,25.0,male,High School,38245.0,3,RENT,6450.0,HOMEIMPROVEMENT,14.42,0.17,3.0,691,No,1
42880,35.0,female,High School,106164.0,13,RENT,28000.0,MEDICAL,18.28,0.26,10.0,657,No,1
11949,23.0,male,Associate,94436.0,1,MORTGAGE,15000.0,PERSONAL,8.49,0.16,2.0,620,No,0
15192,25.0,male,High School,151125.0,1,MORTGAGE,8000.0,EDUCATION,13.8,0.05,3.0,483,Yes,0
4680,23.0,female,High School,80347.0,3,RENT,9800.0,MEDICAL,15.7,0.12,2.0,599,No,1
5772,23.0,male,Master,76524.0,3,RENT,5400.0,VENTURE,14.54,0.07,2.0,556,Yes,0
16461,24.0,female,Bachelor,73201.0,2,RENT,12500.0,PERSONAL,11.49,0.17,3.0,635,No,0
36991,23.0,male,Bachelor,46491.0,0,RENT,7000.0,PERSONAL,12.12,0.15,4.0,654,Yes,0
3420,26.0,male,Master,44420.0,4,MORTGAGE,9250.0,PERSONAL,10.08,0.21,3.0,559,Yes,0
30992,40.0,female,Associate,87135.0,16,MORTGAGE,14500.0,DEBTCONSOLIDATION,7.88,0.17,12.0,696,Yes,0
26594,30.0,female,Bachelor,129439.0,7,MORTGAGE,5000.0,PERSONAL,11.01,0.04,7.0,635,No,0
36922,23.0,female,Master,109076.0,1,RENT,12000.0,EDUCATION,8.86,0.11,3.0,639,Yes,0
18081,32.0,female,Bachelor,97143.0,8,RENT,25000.0,MEDICAL,12.87,0.26,9.0,584,No,1
10424,22.0,male,High School,34363.0,2,RENT,10000.0,EDUCATION,10.28,0.29,3.0,642,No,1
2719,23.0,male,Associate,53910.0,0,RENT,12000.0,VENTURE,16.0,0.22,2.0,621,No,1
7259,24.0,female,Bachelor,55898.0,0,MORTGAGE,12000.0,EDUCATION,7.88,0.21,4.0,630,No,1
28176,33.0,male,Bachelor,124756.0,9,RENT,9000.0,EDUCATION,14.65,0.07,9.0,654,No,1
13827,26.0,female,Associate,86423.0,6,OWN,16500.0,MEDICAL,16.45,0.19,3.0,637,No,1
2232,25.0,male,Associate,92143.0,2,RENT,13200.0,EDUCATION,12.23,0.14,4.0,579,Yes,0
3569,22.0,male,Associate,51919.0,0,RENT,3600.0,DEBTCONSOLIDATION,11.01,0.07,3.0,570,No,1
41798,28.0,female,Bachelor,271654.0,3,MORTGAGE,20000.0,PERSONAL,12.23,0.07,6.0,576,Yes,0
7500,26.0,female,Bachelor,65106.0,4,OWN,13000.0,VENTURE,7.9,0.2,3.0,661,Yes,0
12338,22.0,female,Associate,97260.0,2,MORTGAGE,2000.0,EDUCATION,11.01,0.02,4.0,663,Yes,0
15556,23.0,male,Bachelor,174697.0,0,MORTGAGE,14400.0,EDUCATION,5.79,0.08,4.0,620,No,0
40028,22.0,female,Bachelor,60890.0,4,RENT,10000.0,MEDICAL,6.17,0.16,3.0,632,No,0
14118,26.0,male,Bachelor,120967.0,3,MORTGAGE,24000.0,EDUCATION,10.99,0.2,4.0,706,No,0
14,26.0,male,Master,130713.0,0,RENT,35000.0,EDUCATION,18.39,0.27,4.0,708,No,1
40258,24.0,male,Master,61248.0,2,RENT,12000.0,PERSONAL,12.82,0.2,4.0,687,No,0
30290,43.0,male,High School,87348.0,23,RENT,6000.0,MEDICAL,12.42,0.07,17.0,624,Yes,0
36882,24.0,male,Associate,36247.0,1,MORTGAGE,2500.0,PERSONAL,6.76,0.07,2.0,545,Yes,0
29565,42.0,female,Master,44235.0,15,RENT,13000.0,MEDICAL,12.73,0.29,16.0,706,No,1
22295,31.0,male,High School,66087.0,6,MORTGAGE,6000.0,DEBTCONSOLIDATION,7.14,0.09,5.0,675,No,0
29623,36.0,male,Master,59624.0,13,RENT,12000.0,VENTURE,13.99,0.2,11.0,628,Yes,0
14444,25.0,male,High School,37183.0,5,OWN,3000.0,PERSONAL,9.63,0.08,2.0,565,Yes,0
17048,23.0,male,Master,57414.0,0,OWN,15000.0,VENTURE,13.24,0.26,3.0,739,No,0
24248,27.0,female,Associate,39511.0,4,RENT,4200.0,MEDICAL,8.0,0.11,10.0,620,Yes,0
12224,22.0,female,Bachelor,38823.0,0,RENT,12000.0,DEBTCONSOLIDATION,5.42,0.31,2.0,604,No,1
38444,22.0,male,High School,40803.0,0,RENT,5000.0,EDUCATION,10.33,0.12,4.0,650,Yes,0
6683,26.0,male,Doctorate,60246.0,4,RENT,6000.0,MEDICAL,16.49,0.1,2.0,671,No,1
33579,31.0,male,High School,44050.0,9,MORTGAGE,1771.0,DEBTCONSOLIDATION,11.72,0.04,9.0,599,Yes,0
19987,33.0,female,Bachelor,45535.0,15,MORTGAGE,3000.0,EDUCATION,6.92,0.07,5.0,597,Yes,0
7034,23.0,male,Bachelor,62432.0,2,MORTGAGE,10000.0,MEDICAL,7.14,0.16,2.0,644,No,0
4531,21.0,female,Bachelor,108794.0,0,RENT,4800.0,EDUCATION,9.62,0.04,3.0,610,No,0
15483,23.0,female,Bachelor,169006.0,0,MORTGAGE,12000.0,PERSONAL,11.71,0.07,4.0,697,Yes,0
6970,22.0,male,Bachelor,112583.0,0,RENT,6000.0,HOMEIMPROVEMENT,8.94,0.05,4.0,648,No,1
36116,25.0,male,Bachelor,85044.0,2,RENT,8000.0,EDUCATION,15.96,0.09,3.0,643,Yes,0
15557,23.0,male,High School,96883.0,2,RENT,15000.0,VENTURE,12.69,0.15,4.0,631,Yes,0
42716,22.0,male,Bachelor,37084.0,1,RENT,10000.0,PERSONAL,10.31,0.27,4.0,609,No,1
14886,25.0,male,Associate,142704.0,0,MORTGAGE,15000.0,DEBTCONSOLIDATION,10.37,0.11,4.0,666,Yes,0
36220,25.0,female,Master,91306.0,3,MORTGAGE,5000.0,VENTURE,12.75,0.05,4.0,665,Yes,0
6632,25.0,male,Bachelor,63141.0,2,RENT,6000.0,DEBTCONSOLIDATION,12.18,0.1,4.0,566,Yes,0
34046,51.0,female,High School,34688.0,26,RENT,7011.0,DEBTCONSOLIDATION,6.4,0.2,25.0,696,Yes,0
11439,26.0,male,Bachelor,90866.0,3,MORTGAGE,5000.0,VENTURE,9.91,0.06,3.0,685,No,0
32417,94.0,male,High School,29738.0,76,RENT,6500.0,MEDICAL,11.01,0.22,27.0,773,No,0
19412,35.0,male,Bachelor,44314.0,13,RENT,3000.0,EDUCATION,5.42,0.07,5.0,694,Yes,0
12713,22.0,female,Associate,79534.0,0,RENT,12000.0,EDUCATION,13.06,0.15,2.0,638,Yes,0
17037,21.0,male,Bachelor,106081.0,0,MORTGAGE,25000.0,EDUCATION,13.98,0.24,3.0,656,Yes,0
8941,22.0,male,High School,60933.0,0,RENT,8000.0,EDUCATION,6.62,0.13,3.0,647,Yes,0
22587,35.0,female,Associate,68310.0,7,MORTGAGE,12000.0,DEBTCONSOLIDATION,11.01,0.18,8.0,672,No,0
8481,22.0,male,High School,70461.0,0,MORTGAGE,11050.0,MEDICAL,6.54,0.16,4.0,645,No,0
42825,24.0,male,High School,72096.0,2,RENT,21000.0,MEDICAL,11.16,0.29,5.0,670,No,1
11885,24.0,female,High School,84894.0,0,RENT,10125.0,VENTURE,14.65,0.12,3.0,673,Yes,0
44565,45.0,female,Associate,90995.0,24,RENT,15450.0,MEDICAL,15.17,0.17,11.0,654,No,1
5854,22.0,female,High School,57327.0,1,OWN,3000.0,MEDICAL,5.42,0.05,3.0,622,Yes,0
44407,23.0,female,Master,61281.0,0,RENT,18236.0,VENTURE,13.31,0.3,3.0,614,No,1
19546,32.0,male,High School,70655.0,11,RENT,12000.0,PERSONAL,11.26,0.17,10.0,505,Yes,0
29876,38.0,male,Associate,51438.0,18,RENT,4600.0,DEBTCONSOLIDATION,11.01,0.09,16.0,606,Yes,0
25857,35.0,female,Bachelor,110198.0,9,OWN,5600.0,VENTURE,10.99,0.05,8.0,659,Yes,0
19973,29.0,male,Master,38441.0,7,RENT,10400.0,MEDICAL,10.71,0.27,7.0,701,No,1
1214,22.0,male,Associate,40635.0,0,RENT,16000.0,VENTURE,10.99,0.39,2.0,655,No,1
5228,24.0,male,Associate,54061.0,1,OWN,5000.0,VENTURE,10.65,0.09,3.0,661,Yes,0
26340,28.0,male,High School,120843.0,2,MORTGAGE,10000.0,PERSONAL,5.42,0.08,8.0,566,No,0
35502,23.0,female,Associate,70430.0,0,MORTGAGE,6455.0,VENTURE,10.24,0.09,3.0,623,Yes,0
8518,26.0,female,Bachelor,46980.0,1,RENT,7800.0,VENTURE,12.53,0.17,4.0,667,Yes,0
14890,22.0,female,Master,129133.0,1,MORTGAGE,24000.0,HOMEIMPROVEMENT,19.69,0.19,2.0,661,No,1
23594,29.0,male,Bachelor,79076.0,7,MORTGAGE,2500.0,EDUCATION,9.62,0.03,6.0,575,No,0
16298,25.0,male,Associate,108757.0,0,RENT,10000.0,EDUCATION,12.42,0.09,4.0,633,Yes,0
14881,22.0,female,High School,32657.0,1,OWN,6000.0,MEDICAL,6.03,0.18,2.0,655,No,0
10461,22.0,female,High School,82734.0,2,MORTGAGE,6500.0,VENTURE,5.99,0.08,4.0,576,Yes,0
10689,26.0,female,Associate,84926.0,7,MORTGAGE,5000.0,PERSONAL,11.01,0.06,4.0,680,Yes,0
7226,22.0,male,High School,86016.0,0,RENT,7000.0,MEDICAL,15.88,0.08,3.0,600,No,1
2096,24.0,female,Master,31233.0,2,RENT,2400.0,VENTURE,13.8,0.08,4.0,664,Yes,0
20910,33.0,male,High School,53675.0,10,MORTGAGE,9275.0,EDUCATION,7.29,0.17,7.0,678,No,0
10455,22.0,female,Associate,82593.0,2,MORTGAGE,11000.0,EDUCATION,6.99,0.13,4.0,641,Yes,0
5237,21.0,female,Bachelor,54464.0,2,OWN,5000.0,EDUCATION,13.87,0.09,3.0,663,Yes,0
10860,22.0,male,High School,54679.0,0,RENT,10000.0,EDUCATION,10.65,0.18,3.0,540,Yes,0
30746,38.0,male,High School,76978.0,11,OWN,2400.0,EDUCATION,11.36,0.03,12.0,629,No,0
20605,32.0,male,Associate,154987.0,6,RENT,10000.0,VENTURE,13.85,0.06,5.0,674,No,1
42080,28.0,male,High School,47549.0,6,RENT,9558.0,MEDICAL,7.24,0.2,6.0,580,Yes,0
34609,25.0,female,Bachelor,40836.0,0,MORTGAGE,3000.0,VENTURE,6.53,0.07,2.0,597,Yes,0
26197,27.0,female,Master,104110.0,4,MORTGAGE,20000.0,HOMEIMPROVEMENT,13.43,0.19,5.0,624,No,1
6893,23.0,female,Associate,91080.0,1,RENT,6000.0,MEDICAL,11.48,0.07,2.0,687,No,0
38384,24.0,male,Bachelor,65775.0,1,MORTGAGE,8502.0,MEDICAL,10.82,0.13,4.0,627,Yes,0
42464,28.0,male,Associate,86532.0,7,RENT,20000.0,HOMEIMPROVEMENT,14.0,0.23,4.0,687,No,1
7176,22.0,male,Bachelor,63123.0,0,MORTGAGE,6000.0,EDUCATION,7.9,0.1,4.0,644,Yes,0
13025,24.0,male,Master,105273.0,1,MORTGAGE,10000.0,MEDICAL,10.36,0.09,3.0,665,No,0
26104,29.0,male,Associate,116033.0,4,MORTGAGE,11200.0,DEBTCONSOLIDATION,5.42,0.1,9.0,647,No,0
37604,25.0,female,High School,76716.0,2,MORTGAGE,2500.0,DEBTCONSOLIDATION,12.86,0.03,4.0,497,Yes,0
19045,35.0,male,High School,84956.0,14,RENT,2000.0,EDUCATION,13.72,0.02,7.0,575,Yes,0
18701,27.0,female,High School,44271.0,7,RENT,16000.0,EDUCATION,15.7,0.36,9.0,622,No,1
23769,32.0,male,Master,116706.0,7,RENT,9500.0,HOMEIMPROVEMENT,11.01,0.08,5.0,657,No,0
442,25.0,female,Master,114958.0,2,RENT,24000.0,VENTURE,6.54,0.21,4.0,704,Yes,0
19309,28.0,male,Associate,66316.0,4,RENT,2500.0,DEBTCONSOLIDATION,11.14,0.04,6.0,706,No,0
40393,25.0,female,Associate,120980.0,4,MORTGAGE,14000.0,VENTURE,9.4,0.12,3.0,648,Yes,0
4105,23.0,female,Bachelor,26468.0,0,RENT,4200.0,PERSONAL,15.23,0.16,4.0,567,Yes,0
28852,33.0,female,High School,54005.0,10,RENT,2725.0,MEDICAL,12.18,0.05,6.0,575,No,1
39076,30.0,male,Bachelor,63404.0,5,RENT,14057.0,DEBTCONSOLIDATION,11.59,0.22,7.0,563,Yes,0
37301,26.0,male,Bachelor,57101.0,3,RENT,1469.0,MEDICAL,8.7,0.03,6.0,661,No,0
5353,26.0,male,Master,51319.0,3,RENT,8500.0,MEDICAL,11.14,0.17,4.0,581,Yes,0
18173,29.0,female,Associate,20249.0,2,OWN,3000.0,VENTURE,7.9,0.15,8.0,709,No,1
10172,23.0,female,Bachelor,79253.0,0,MORTGAGE,9000.0,MEDICAL,14.79,0.11,4.0,594,Yes,0
32213,44.0,male,High School,58555.0,23,MORTGAGE,17500.0,HOMEIMPROVEMENT,12.18,0.3,11.0,638,Yes,0
6677,24.0,male,High School,60919.0,0,MORTGAGE,12000.0,MEDICAL,5.42,0.2,2.0,611,No,0
17698,22.0,female,Associate,115189.0,4,MORTGAGE,7200.0,VENTURE,12.23,0.06,4.0,660,No,0
23423,31.0,female,High School,75811.0,8,MORTGAGE,8500.0,EDUCATION,14.09,0.11,5.0,591,Yes,0
7781,24.0,male,High School,45293.0,3,RENT,7000.0,PERSONAL,9.99,0.15,2.0,616,Yes,0
39582,25.0,female,High School,57091.0,0,MORTGAGE,15000.0,MEDICAL,8.91,0.26,5.0,596,Yes,0
25356,28.0,male,Bachelor,102014.0,6,OWN,25000.0,VENTURE,15.62,0.25,5.0,643,Yes,0
42451,25.0,female,High School,53780.0,4,RENT,10000.0,VENTURE,15.65,0.19,4.0,577,No,1
3443,24.0,female,Associate,56279.0,0,RENT,10800.0,VENTURE,13.16,0.19,4.0,633,Yes,0
632,23.0,female,Associate,58705.0,3,RENT,20000.0,MEDICAL,15.65,0.34,4.0,603,No,1
37936,42.0,female,Master,51672.0,18,MORTGAGE,7758.0,PERSONAL,5.99,0.15,15.0,652,Yes,0
10645,25.0,female,Bachelor,84908.0,3,MORTGAGE,5050.0,VENTURE,5.42,0.06,2.0,644,Yes,0
44905,23.0,male,Bachelor,73079.0,2,RENT,24000.0,PERSONAL,9.62,0.33,2.0,600,No,1
36294,32.0,male,Associate,109374.0,8,MORTGAGE,5000.0,HOMEIMPROVEMENT,9.29,0.05,6.0,680,Yes,0
30376,36.0,male,Doctorate,56934.0,12,MORTGAGE,2800.0,MEDICAL,7.51,0.05,12.0,636,No,1
26467,31.0,male,Associate,124349.0,6,OWN,10000.0,EDUCATION,7.9,0.08,10.0,563,Yes,0
8961,24.0,male,Associate,72904.0,0,MORTGAGE,9700.0,MEDICAL,8.88,0.13,3.0,637,No,0
22172,35.0,female,Associate,64996.0,17,OWN,10000.0,PERSONAL,15.27,0.15,6.0,623,Yes,0
3943,22.0,female,High School,57689.0,1,RENT,4000.0,PERSONAL,11.01,0.07,3.0,623,Yes,0
12610,26.0,female,Bachelor,101497.0,6,MORTGAGE,13600.0,HOMEIMPROVEMENT,7.66,0.13,3.0,592,Yes,0
41262,48.0,male,High School,65847.0,23,MORTGAGE,8000.0,HOMEIMPROVEMENT,12.75,0.12,19.0,716,Yes,0
32209,38.0,female,Doctorate,110315.0,16,MORTGAGE,9000.0,EDUCATION,12.68,0.08,11.0,686,Yes,0
7407,24.0,male,Master,64524.0,4,MORTGAGE,8000.0,HOMEIMPROVEMENT,6.03,0.12,2.0,652,No,0
43091,23.0,female,Bachelor,76322.0,4,RENT,16000.0,MEDICAL,15.35,0.21,4.0,623,No,1
19151,35.0,female,Bachelor,49095.0,15,RENT,2400.0,DEBTCONSOLIDATION,11.71,0.05,10.0,676,No,0
21155,28.0,female,High School,88008.0,3,RENT,5000.0,MEDICAL,8.88,0.06,7.0,677,Yes,0
15419,24.0,male,Associate,163088.0,2,MORTGAGE,8800.0,HOMEIMPROVEMENT,6.03,0.05,2.0,614,No,0
38484,25.0,male,Master,60055.0,4,RENT,10918.0,EDUCATION,12.53,0.18,3.0,677,Yes,0
44035,28.0,female,Master,51230.0,8,RENT,12250.0,MEDICAL,14.59,0.24,10.0,667,No,1
9932,24.0,female,Bachelor,78714.0,0,MORTGAGE,14000.0,EDUCATION,8.49,0.18,3.0,611,No,0
29728,44.0,female,High School,75398.0,23,RENT,11000.0,DEBTCONSOLIDATION,8.07,0.15,16.0,639,No,0
26577,34.0,female,High School,127817.0,14,MORTGAGE,9000.0,MEDICAL,7.88,0.07,6.0,668,No,0
44903,27.0,male,Bachelor,56272.0,4,RENT,5000.0,EDUCATION,19.04,0.09,4.0,571,No,1
40184,35.0,female,Associate,58471.0,11,RENT,1500.0,MEDICAL,10.45,0.03,9.0,681,No,0
24522,27.0,male,High School,89926.0,3,MORTGAGE,12100.0,EDUCATION,16.89,0.13,9.0,587,No,0
37674,26.0,male,Bachelor,73080.0,3,MORTGAGE,12000.0,HOMEIMPROVEMENT,10.42,0.16,3.0,676,No,0
12552,23.0,female,Bachelor,72836.0,0,RENT,12000.0,EDUCATION,11.01,0.16,3.0,601,Yes,0
27494,35.0,female,Bachelor,173681.0,11,MORTGAGE,35000.0,EDUCATION,11.01,0.2,9.0,477,Yes,0
4220,24.0,female,High School,49231.0,4,OWN,6900.0,PERSONAL,6.91,0.14,3.0,641,No,0
21929,30.0,female,Bachelor,109013.0,10,RENT,6000.0,MEDICAL,10.38,0.06,8.0,723,No,0
17572,23.0,male,Master,69930.0,4,MORTGAGE,1000.0,EDUCATION,11.01,0.01,2.0,650,No,0
30026,47.0,female,Bachelor,293584.0,20,RENT,9000.0,HOMEIMPROVEMENT,13.61,0.03,11.0,679,No,0
22237,29.0,male,Bachelor,65722.0,6,MORTGAGE,2500.0,EDUCATION,13.49,0.04,9.0,713,Yes,0
29497,46.0,male,Associate,35456.0,25,MORTGAGE,10000.0,PERSONAL,11.58,0.28,11.0,577,No,0
16702,22.0,female,Associate,58683.0,0,MORTGAGE,5000.0,MEDICAL,7.88,0.09,2.0,667,Yes,0
24672,27.0,male,Master,85021.0,3,RENT,10000.0,MEDICAL,10.65,0.12,10.0,639,No,0
29303,36.0,male,Bachelor,54627.0,16,RENT,20000.0,MEDICAL,11.36,0.37,14.0,648,No,1
30333,46.0,female,Associate,62512.0,25,MORTGAGE,10000.0,PERSONAL,7.51,0.16,17.0,628,Yes,0
15898,23.0,male,High School,353943.0,1,MORTGAGE,15000.0,EDUCATION,8.9,0.04,4.0,649,No,0
5330,22.0,male,Bachelor,55280.0,3,MORTGAGE,8000.0,EDUCATION,16.49,0.14,2.0,542,Yes,0
34792,28.0,male,Associate,67984.0,6,MORTGAGE,20000.0,EDUCATION,10.17,0.29,8.0,641,No,0
24664,34.0,female,Bachelor,90685.0,9,MORTGAGE,10000.0,MEDICAL,11.11,0.11,10.0,660,Yes,0
21334,28.0,male,Bachelor,57678.0,5,OWN,13000.0,DEBTCONSOLIDATION,14.54,0.23,9.0,671,No,0
24719,35.0,female,Associate,91002.0,14,OWN,25000.0,MEDICAL,10.99,0.27,7.0,683,No,0
32289,38.0,female,Doctorate,120904.0,16,OWN,25000.0,MEDICAL,14.96,0.21,11.0,610,No,0
25828,28.0,male,Bachelor,94647.0,8,MORTGAGE,12000.0,DEBTCONSOLIDATION,16.95,0.13,7.0,717,No,1
35307,25.0,female,High School,37060.0,1,RENT,6500.0,MEDICAL,10.89,0.18,4.0,547,Yes,0
905,25.0,male,Bachelor,63600.0,0,RENT,19000.0,MEDICAL,11.01,0.3,4.0,610,No,1
35861,22.0,female,Bachelor,62080.0,0,RENT,7500.0,PERSONAL,13.22,0.12,3.0,636,No,0
7948,21.0,male,Bachelor,63023.0,0,RENT,7000.0,EDUCATION,7.49,0.11,4.0,664,No,0
41458,26.0,male,Bachelor,28704.0,4,RENT,2000.0,DEBTCONSOLIDATION,11.31,0.07,6.0,666,No,0
32237,36.0,male,Associate,78783.0,14,MORTGAGE,7000.0,DEBTCONSOLIDATION,11.49,0.09,15.0,664,No,0
27001,27.0,male,Bachelor,145060.0,4,MORTGAGE,18000.0,HOMEIMPROVEMENT,10.74,0.12,6.0,623,Yes,0
20771,27.0,male,Associate,42772.0,3,RENT,5000.0,MEDICAL,16.7,0.12,9.0,568,No,1
12888,22.0,male,Associate,90758.0,1,RENT,12000.0,VENTURE,10.74,0.13,3.0,712,No,0
25549,33.0,female,High School,104152.0,12,MORTGAGE,15000.0,VENTURE,16.49,0.14,9.0,675,No,0
18428,29.0,male,High School,102952.0,7,RENT,20000.0,HOMEIMPROVEMENT,14.61,0.19,6.0,582,Yes,0
1247,22.0,female,High School,54957.0,0,RENT,16000.0,DEBTCONSOLIDATION,10.59,0.29,4.0,597,No,1
36793,29.0,male,Bachelor,46210.0,8,RENT,1522.0,DEBTCONSOLIDATION,9.58,0.03,6.0,580,Yes,0
44037,30.0,male,Associate,31470.0,9,RENT,12000.0,VENTURE,14.71,0.38,10.0,610,No,1
5271,23.0,female,Master,54848.0,2,MORTGAGE,14550.0,VENTURE,11.71,0.27,4.0,636,Yes,0
9507,26.0,male,Master,120995.0,6,RENT,8000.0,PERSONAL,16.32,0.07,3.0,621,Yes,0
3319,22.0,male,Bachelor,45293.0,0,RENT,3600.0,EDUCATION,12.42,0.08,4.0,625,No,0
39815,29.0,male,High School,89379.0,7,RENT,8885.0,EDUCATION,15.95,0.1,9.0,666,Yes,0
31600,37.0,female,High School,133003.0,15,MORTGAGE,12000.0,HOMEIMPROVEMENT,7.88,0.09,16.0,686,Yes,0
13803,22.0,female,Bachelor,115708.0,0,MORTGAGE,20000.0,EDUCATION,7.88,0.17,3.0,635,No,0
4326,26.0,female,Bachelor,24681.0,3,RENT,4725.0,MEDICAL,11.22,0.19,3.0,664,No,1
13989,25.0,male,High School,121283.0,6,MORTGAGE,8000.0,VENTURE,8.0,0.07,2.0,631,Yes,0
41892,30.0,male,Bachelor,83761.0,9,MORTGAGE,14000.0,PERSONAL,6.88,0.17,9.0,562,Yes,0
26132,28.0,male,Doctorate,50568.0,8,RENT,14000.0,DEBTCONSOLIDATION,13.48,0.28,6.0,619,No,1
21895,31.0,female,Bachelor,72998.0,5,RENT,6000.0,MEDICAL,11.71,0.08,6.0,562,No,1
